             4096 	1.720301e-05	1.500880e-04	8.039200e-05	1.305560e-04
            16384 	1.237899e-05	2.744398e-05	1.510890e-04	6.243502e-05
            65536 	3.753840e-04	7.526201e-05	9.310801e-05	1.397550e-04
           262144 	1.523996e-03	2.980380e-04	2.454930e-04	2.269560e-04
          1048576 	2.795814e-03	1.024508e-03	7.728990e-04	6.393750e-04
          4194304 	8.516885e-03	4.041280e-03	2.888850e-03	1.960191e-03
         16777216 	2.619115e-02	1.282720e-02	9.598471e-03	6.724213e-03
         67108864 	9.315438e-02	4.422008e-02	3.521324e-02	2.670519e-02
